Time(s),Index,RPM,Throttle(%),AccelX,AccelY,AccelZ,Current(A),Voltage(V),Thrust(g.f),Power(W)
16.206,21253,235,21,2002,1997,2501,0.586,12.17,211.00,7.13
16.206,21254,235,21,2001,1995,2500,0.586,12.16,211.00,7.13
16.206,21255,235,21,2000,1995,2499,0.593,12.18,211.00,7.22
16.206,21256,235,21,2000,1995,2500,0.586,12.17,208.00,7.13
16.206,21257,235,21,2001,1994,2499,0.578,12.16,211.00,7.03
16.206,21258,235,21,2002,1994,2500,0.586,12.16,209.00,7.13
16.206,21259,235,21,2002,1996,2500,0.586,12.18,209.00,7.14
16.206,21260,235,21,2001,1995,2502,0.578,12.15,209.00,7.02
16.206,21261,235,21,2002,1998,2502,0.593,12.18,211.00,7.22
16.206,21262,235,21,2003,1998,2503,0.586,12.16,212.00,7.13
16.206,21263,235,21,2002,1999,2504,0.593,12.16,211.00,7.21
16.206,21264,235,21,2000,1998,2505,0.586,12.16,209.00,7.13
16.206,21265,235,21,1999,1998,2503,0.608,12.17,211.00,7.40
16.206,21266,235,21,2000,1997,2503,0.586,12.16,209.00,7.13
16.206,21267,235,21,2001,1998,2504,0.586,12.16,208.00,7.13
16.206,21268,235,21,2002,1997,2503,0.586,12.15,208.00,7.12
16.206,21269,235,21,2000,1996,2501,0.586,12.16,209.00,7.13
16.206,21270,235,21,2002,1997,2500,0.593,12.16,209.00,7.21
16.206,21271,235,21,2000,1995,2500,0.600,12.17,209.00,7.30
16.206,21272,235,21,2003,1996,2499,0.586,12.16,211.00,7.13
16.207,21273,235,21,2002,1994,2500,0.593,12.16,209.00,7.21
16.207,21274,235,21,2002,1996,2501,0.586,12.15,209.00,7.12
16.207,21275,235,21,2003,1997,2502,0.586,12.15,209.00,7.12
16.207,21276,235,21,2003,1996,2503,0.593,12.16,211.00,7.21
16.207,21277,235,21,2003,1998,2505,0.586,12.15,209.00,7.12
16.207,21278,235,21,2003,1999,2505,0.593,12.16,209.00,7.21
16.207,21279,235,21,2000,1999,2506,0.593,12.15,208.00,7.21
16.207,21280,235,21,2001,2000,2504,0.586,12.16,209.00,7.13
16.207,21281,235,21,2000,1998,2503,0.593,12.16,211.00,7.21
16.207,21282,235,21,2001,1999,2504,0.578,12.15,209.00,7.02
16.207,21283,235,21,2002,1998,2501,0.586,12.16,211.00,7.13
16.207,21284,235,21,2001,1996,2501,0.571,12.16,211.00,6.94
16.207,21285,235,21,2000,1994,2499,0.586,12.16,211.00,7.13
16.207,21286,235,21,2002,1996,2500,0.586,12.17,209.00,7.13
16.207,21287,235,21,2004,1995,2499,0.586,12.16,209.00,7.13
16.207,21288,235,21,2003,1995,2500,0.586,12.17,209.00,7.13
16.207,21289,235,21,2002,1996,2501,0.593,12.16,208.00,7.21
16.207,21290,235,21,2004,1998,2502,0.586,12.17,209.00,7.13
16.207,21291,235,21,2004,1997,2504,0.593,12.17,208.00,7.22
16.207,21292,235,21,2003,1998,2505,0.593,12.15,206.00,7.21
16.207,21293,235,21,2001,1998,2503,0.586,12.16,211.00,7.13
16.207,21294,235,21,2000,1999,2505,0.586,12.17,209.00,7.13
16.207,21295,235,21,2000,1998,2504,0.586,12.16,211.00,7.13
16.207,21296,235,21,2001,1999,2504,0.586,12.17,209.00,7.13
16.207,21297,235,21,2001,1999,2503,0.586,12.16,209.00,7.13
16.207,21298,235,21,2002,1997,2501,0.593,12.17,211.00,7.22
16.208,21299,235,21,2001,1997,2501,0.593,12.16,209.00,7.21
16.208,21300,235,21,2000,1995,2500,0.593,12.16,208.00,7.21
16.208,21301,235,21,2002,1995,2499,0.586,12.17,211.00,7.13
16.208,21302,235,21,2005,1996,2500,0.586,12.17,208.00,7.13
16.208,21303,235,21,2001,1994,2499,0.586,12.16,211.00,7.13
16.208,21304,235,20,2002,1994,2501,0.593,12.17,209.00,7.22
16.208,21305,235,20,2002,1996,2502,0.578,12.16,209.00,7.03
16.208,21306,235,20,2003,1997,2504,0.586,12.15,208.00,7.12
16.208,21307,235,20,2003,1998,2504,0.586,12.16,209.00,7.13
16.208,21308,235,20,2001,1999,2504,0.593,12.17,211.00,7.22
16.208,21309,235,20,1999,1999,2503,0.586,12.16,212.00,7.13
16.208,21310,235,20,2000,1999,2504,0.593,12.17,211.00,7.22
16.208,21311,235,20,2002,2000,2503,0.578,12.16,211.00,7.03
16.208,21312,235,20,2001,1999,2503,0.593,12.16,211.00,7.21
16.208,21313,235,20,2002,1999,2502,0.586,12.16,211.00,7.13
16.208,21314,235,20,2000,1997,2501,0.586,12.16,211.00,7.13
16.208,21315,235,20,2000,1995,2499,0.586,12.16,211.00,7.13
16.208,21316,235,20,2004,1997,2497,0.586,12.17,214.00,7.13
16.208,21427,235,18,2000,1997,2503,0.586,12.16,211.00,7.13
16.208,21428,235,18,1999,1996,2506,0.578,12.16,208.00,7.03
16.208,21429,235,18,2002,1999,2505,0.593,12.15,208.00,7.21
16.209,21430,235,18,2002,2000,2505,0.578,12.16,209.00,7.03
16.210,21431,235,18,2001,1998,2506,0.586,12.16,209.00,7.13
16.212,21432,235,18,2002,1998,2504,0.586,12.17,209.00,7.13
16.214,21433,235,18,2001,1996,2504,0.586,12.16,209.00,7.13
16.216,21434,235,18,2002,1996,2501,0.586,12.16,211.00,7.13
16.218,21435,235,18,2003,1995,2501,0.600,12.17,209.00,7.30
16.220,21436,235,18,2001,1995,2502,0.578,12.15,208.00,7.02
16.222,21437,235,18,2000,1994,2499,0.586,12.16,211.00,7.13
16.225,21438,235,18,2001,1995,2500,0.578,12.16,209.00,7.03
16.226,21439,235,18,2003,1997,2500,0.586,12.16,209.00,7.13
16.228,21440,235,18,2002,1996,2502,0.586,12.15,208.00,7.12
16.230,21441,235,18,2000,1997,2503,0.578,12.16,209.00,7.03
16.232,21442,235,18,2000,1998,2504,0.578,12.16,209.00,7.03
16.235,21443,235,18,2001,1997,2504,0.586,12.16,211.00,7.13
16.236,21444,235,18,2003,1999,2505,0.600,12.16,209.00,7.30
16.239,21445,235,18,2001,1998,2506,0.593,12.15,208.00,7.21
16.240,21446,235,18,2000,1998,2504,0.586,12.16,209.00,7.13
16.242,21447,235,18,2001,1998,2504,0.586,12.17,211.00,7.13
16.244,21448,235,18,2001,1997,2504,0.593,12.17,211.00,7.22
16.245,21449,235,18,2002,1997,2503,0.586,12.16,209.00,7.13
16.248,21450,235,18,2002,1997,2501,0.593,12.17,209.00,7.22
16.250,21451,235,18,2001,1994,2501,0.578,12.15,209.00,7.02
16.252,21452,235,18,2001,1996,2499,0.600,12.18,211.00,7.31
16.255,21453,235,18,2001,1995,2501,0.593,12.16,208.00,7.21
16.257,21454,235,18,2001,1994,2500,0.586,12.16,211.00,7.13
16.258,21455,235,18,2001,1996,2500,0.600,12.18,212.00,7.31
16.261,21456,235,18,2000,1995,2502,0.593,12.17,209.00,7.22
16.262,21457,235,18,2001,1998,2504,0.578,12.14,209.00,7.02
16.264,21458,235,18,2004,2000,2505,0.593,12.17,209.00,7.22
16.266,21459,235,18,2003,1998,2506,0.593,12.15,208.00,7.21
16.268,21460,235,18,2002,1999,2505,0.586,12.17,211.00,7.13
16.271,21461,235,18,1999,1998,2506,0.593,12.15,208.00,7.21
16.272,21462,235,18,2000,1998,2504,0.586,12.15,211.00,7.12
16.274,21463,235,18,2001,1997,2502,0.578,12.16,211.00,7.03
16.276,21464,235,18,2002,1997,2503,0.593,12.17,208.00,7.22
16.278,21465,235,18,2002,1996,2500,0.586,12.16,212.00,7.13
16.280,21466,235,18,2000,1995,2502,0.593,12.15,206.00,7.21
16.282,21467,235,18,2001,1996,2499,0.586,12.17,209.00,7.13
16.284,21468,235,18,2001,1995,2499,0.593,12.16,211.00,7.21
16.286,21469,235,18,2001,1995,2500,0.586,12.16,211.00,7.13
16.289,21470,235,18,2000,1994,2501,0.586,12.15,209.00,7.12
16.290,21471,235,18,2001,1996,2504,0.586,12.17,208.00,7.13
16.292,21472,235,18,2001,1997,2503,0.600,12.16,209.00,7.30
16.294,21473,235,18,2003,1998,2506,0.586,12.15,208.00,7.12
16.296,21474,235,18,2003,1999,2505,0.600,12.16,209.00,7.30
16.298,21475,235,18,2003,2001,2505,0.586,12.16,211.00,7.13
16.744,21476,235,18,2001,2000,2504,0.586,12.17,211.00,7.13
16.744,21477,235,18,2000,1998,2504,0.593,12.17,211.00,7.22
16.744,21478,235,18,2000,1996,2504,0.593,12.16,208.00,7.21
16.744,21479,235,18,2003,1998,2500,0.586,12.16,212.00,7.13
16.744,21480,235,18,2000,1995,2501,0.586,12.15,208.00,7.12
16.744,21481,235,18,2002,1997,2500,0.586,12.16,211.00,7.13
16.744,21482,235,18,2000,1994,2500,0.578,12.15,209.00,7.02
16.744,21483,235,18,2003,1995,2500,0.586,12.16,209.00,7.13
16.744,21484,235,17,2004,1996,2499,0.593,12.18,211.00,7.22
16.744,21485,235,17,2002,1996,2502,0.586,12.15,208.00,7.12
16.744,21486,361,17,2000,1996,2503,0.586,12.15,208.00,7.12
16.745,21487,361,17,2002,1998,2501,0.608,12.18,214.00,7.40
16.745,21488,361,17,2003,1998,2504,0.593,12.16,211.00,7.21
16.745,21489,361,17,2003,1998,2502,0.586,12.17,214.00,7.13
16.745,21490,361,17,2000,1997,2506,0.578,12.16,208.00,7.03
16.745,21491,361,17,2001,1999,2507,0.578,12.14,208.00,7.02
16.745,21492,361,17,2001,1999,2504,0.593,12.17,212.00,7.22
16.745,21493,361,17,2001,1998,2504,0.578,12.14,209.00,7.02
16.745,21494,361,17,2001,1996,2501,0.586,12.16,211.00,7.13
16.745,21495,361,17,2002,1998,2501,0.600,12.15,209.00,7.29
16.745,21496,361,17,2001,1996,2502,0.586,12.15,208.00,7.12
16.745,21497,361,17,2000,1995,2499,0.586,12.16,211.00,7.13
16.745,21498,361,17,2002,1995,2498,0.586,12.17,212.00,7.13
16.745,21499,361,17,2002,1994,2501,0.586,12.16,209.00,7.13
16.745,21500,361,17,2002,1995,2500,0.593,12.16,211.00,7.21
16.745,21501,361,17,2001,1995,2503,0.593,12.16,209.00,7.21
16.745,21502,361,17,2002,1996,2503,0.578,12.15,211.00,7.02
16.745,21503,361,17,2004,1998,2502,0.586,12.17,212.00,7.13
16.745,21504,361,17,2004,2000,2504,0.586,12.15,211.00,7.12
16.745,21505,361,17,2000,1999,2505,0.593,12.17,211.00,7.22
16.745,21506,361,17,2000,1998,2504,0.586,12.16,209.00,7.13
16.745,21507,361,17,2000,1997,2503,0.586,12.15,209.00,7.12
16.745,21508,361,17,2002,1998,2503,0.586,12.17,209.00,7.13
16.745,21509,361,17,2002,1997,2503,0.586,12.14,208.00,7.12
16.745,21510,361,17,2000,1996,2503,0.578,12.14,208.00,7.02
16.745,21511,361,17,1999,1994,2499,0.593,12.17,211.00,7.22
16.746,21512,361,17,2001,1994,2501,0.586,12.15,206.00,7.12
16.746,21513,361,17,2004,1994,2497,0.593,12.17,212.00,7.22
16.746,21514,361,17,2002,1995,2501,0.578,12.16,209.00,7.03
16.746,21515,361,17,2002,1995,2502,0.578,12.14,209.00,7.02
16.746,21516,361,17,2002,1996,2502,0.586,12.16,209.00,7.13
16.746,21517,361,17,2003,1996,2504,0.600,12.16,208.00,7.30
16.746,21518,361,17,2003,1998,2506,0.586,12.15,206.00,7.12
16.746,21519,361,17,2002,1999,2504,0.593,12.17,211.00,7.22
16.746,21520,361,17,1999,1997,2504,0.593,12.15,209.00,7.21
16.746,21521,361,17,2000,1999,2503,0.615,12.18,212.00,7.49
16.746,21522,361,17,1999,1997,2505,0.593,12.15,208.00,7.21
16.746,21523,361,17,2000,1996,2503,0.600,12.15,209.00,7.29
16.746,21524,361,17,2000,1996,2504,0.608,12.16,208.00,7.39
16.746,21525,361,17,2001,1997,2501,0.593,12.15,209.00,7.21
16.746,21526,361,17,1999,1994,2500,0.593,12.15,209.00,7.21
16.746,21527,361,17,2003,1995,2500,0.608,12.16,209.00,7.39
16.746,21528,361,17,2003,1995,2500,0.600,12.15,209.00,7.29
16.746,21529,361,17,2003,1995,2499,0.622,12.18,212.00,7.57
16.746,21530,361,17,2002,1995,2501,0.600,12.16,211.00,7.30
16.746,21531,361,17,2004,1997,2502,0.615,12.17,209.00,7.48
16.746,21532,361,17,2002,1995,2504,0.615,12.16,208.00,7.48
16.746,21533,361,17,2002,1997,2505,0.600,12.15,208.00,7.29
16.746,21534,361,17,2001,1997,2506,0.608,12.15,208.00,7.39
16.746,21535,361,17,2000,1999,2505,0.630,12.16,209.00,7.66
16.746,21536,361,17,1999,1998,2505,0.608,12.16,208.00,7.39
16.747,21537,361,17,2000,1998,2505,0.615,12.14,208.00,7.47
16.747,21538,361,17,2000,1997,2503,0.608,12.15,211.00,7.39
16.747,21539,361,17,2000,1997,2502,0.630,12.18,209.00,7.67
16.747,21540,361,17,2001,1998,2501,0.608,12.16,209.00,7.39
16.747,21541,361,17,2001,1996,2500,0.615,12.17,211.00,7.48
16.747,21542,361,17,2001,1995,2501,0.593,12.14,208.00,7.20
16.747,21543,361,17,2002,1994,2498,0.608,12.16,212.00,7.39
16.747,21544,361,16,2003,1995,2500,0.615,12.17,211.00,7.48
16.747,21545,361,16,2001,1994,2500,0.615,12.16,211.00,7.48
16.747,21546,361,16,2003,1997,2502,0.608,12.16,209.00,7.39
16.747,21547,361,16,2003,1997,2504,0.608,12.14,208.00,7.38
16.747,21548,361,16,2003,1997,2504,0.622,12.16,211.00,7.56
16.747,21549,361,16,2000,1997,2505,0.615,12.15,209.00,7.47
16.747,21550,361,16,2000,1999,2505,0.615,12.17,209.00,7.48
16.747,21551,361,16,2000,1999,2504,0.630,12.17,212.00,7.67
16.747,21552,361,16,2000,1997,2504,0.637,12.17,209.00,7.75
16.747,21553,361,16,2001,1998,2504,0.630,12.16,209.00,7.66
16.747,21554,361,16,2002,1997,2502,0.622,12.16,211.00,7.56
16.747,21555,361,16,2001,1996,2500,0.644,12.17,212.00,7.84
16.747,21556,361,16,2000,1995,2499,0.637,12.16,211.00,7.75
16.747,21557,361,16,2002,1994,2500,0.630,12.15,209.00,7.66
16.747,21558,361,16,2003,1996,2501,0.630,12.15,209.00,7.66
16.747,21559,361,16,2003,1994,2500,0.622,12.15,211.00,7.56
16.747,21560,361,16,2003,1995,2501,0.644,12.17,211.00,7.84
16.747,21561,361,16,2002,1995,2502,0.644,12.17,209.00,7.84
16.747,21562,361,16,2004,1997,2502,0.644,12.17,211.00,7.84
16.748,21563,361,16,2003,1998,2502,0.637,12.18,212.00,7.76
16.748,21564,361,16,2001,1998,2503,0.637,12.16,211.00,7.75
16.748,21565,361,16,1999,1998,2504,0.637,12.16,211.00,7.75
16.748,21566,361,16,1998,1997,2506,0.622,12.14,206.00,7.55
16.748,21567,361,16,1999,1998,2502,0.644,12.17,214.00,7.84
16.748,21568,361,16,2000,1997,2504,0.630,12.15,209.00,7.66
16.748,21569,361,16,2001,1998,2501,0.630,12.15,209.00,7.66
16.748,21570,361,16,2000,1997,2501,0.637,12.18,209.00,7.76
16.748,21571,361,16,2001,1996,2500,0.637,12.16,209.00,7.75
16.748,21572,361,16,2002,1994,2500,0.644,12.17,209.00,7.84
16.748,21573,361,16,2002,1994,2500,0.630,12.15,209.00,7.66
16.748,21574,361,16,2002,1994,2501,0.630,12.14,209.00,7.65
16.748,21575,361,16,2002,1995,2501,0.637,12.16,211.00,7.75
16.748,21576,361,16,2002,1995,2502,0.630,12.16,211.00,7.66
16.748,21577,361,16,2004,1997,2503,0.644,12.16,209.00,7.83
16.748,21578,361,16,2005,1998,2503,0.637,12.16,211.00,7.75
16.748,21579,361,16,2002,1998,2503,0.644,12.17,212.00,7.84
16.748,21580,361,16,2001,1999,2504,0.637,12.16,209.00,7.75
16.748,21581,361,16,2000,1999,2503,0.644,12.18,212.00,7.84
16.748,21582,361,16,2000,1997,2503,0.652,12.16,211.00,7.93
16.748,21583,361,16,2000,1998,2501,0.652,12.16,211.00,7.93
16.748,21584,361,16,2000,1995,2502,0.652,12.16,209.00,7.93
16.748,21585,361,16,2001,1997,2501,0.659,12.15,211.00,8.01
16.748,21586,361,16,2000,1995,2498,0.659,12.16,214.00,8.01
16.749,21587,361,16,2003,1995,2498,0.652,12.18,212.00,7.94
16.749,21588,361,16,2004,1996,2499,0.659,12.16,211.00,8.01
16.749,21589,361,16,2003,1995,2499,0.652,12.18,211.00,7.94
16.749,21590,361,16,2002,1994,2501,0.644,12.14,209.00,7.82
16.749,21591,361,16,2001,1995,2502,0.666,12.18,209.00,8.11
16.749,21592,361,16,2003,1996,2502,0.652,12.16,212.00,7.93
16.749,21593,361,16,2003,1997,2504,0.659,12.16,209.00,8.01
16.749,21594,361,16,2002,1998,2504,0.652,12.16,211.00,7.93
16.749,21595,361,16,2001,1998,2504,0.659,12.17,212.00,8.02
16.749,21596,361,16,2001,1999,2505,0.659,12.16,208.00,8.01
16.749,21597,361,16,2002,1998,2502,0.666,12.18,212.00,8.11
16.749,21598,361,16,2003,1998,2503,0.666,12.16,211.00,8.10
16.749,21599,361,16,2002,1997,2501,0.666,12.15,209.00,8.09
16.749,21600,361,16,2003,1997,2501,0.666,12.17,211.00,8.10
16.749,21601,361,16,1999,1993,2502,0.666,12.16,208.00,8.10
16.749,21602,361,16,2002,1995,2498,0.688,12.18,212.00,8.38
16.749,21603,361,16,2001,1993,2499,0.666,12.15,211.00,8.09
16.749,21604,361,15,2001,1993,2500,0.673,12.16,209.00,8.18
16.749,21605,361,15,2003,1997,2500,0.673,12.16,211.00,8.18
16.749,21606,361,15,2002,1997,2501,0.673,12.16,211.00,8.18
16.749,21607,361,15,2002,1998,2502,0.688,12.16,212.00,8.37
16.749,21608,361,15,2004,1998,2504,0.688,12.15,211.00,8.36
16.749,21609,361,15,2003,1998,2504,0.695,12.16,211.00,8.45
16.749,21610,361,15,2003,1999,2503,0.695,12.17,212.00,8.46
16.749,21611,361,15,2001,1997,2504,0.695,12.17,211.00,8.46
16.750,21612,361,15,2001,1998,2503,0.703,12.18,211.00,8.56
16.750,21613,361,15,2001,1997,2503,0.695,12.14,209.00,8.44
16.750,21614,361,15,2001,1996,2501,0.688,12.15,211.00,8.36
16.750,21615,361,15,2002,1994,2501,0.695,12.16,211.00,8.45
16.750,21616,361,15,2002,1995,2499,0.710,12.18,211.00,8.65
16.750,21617,361,15,2001,1994,2501,0.710,12.16,209.00,8.63
16.750,21618,361,15,2001,1994,2499,0.703,12.15,211.00,8.54
16.750,21619,361,15,2002,1994,2500,0.717,12.16,209.00,8.72
16.750,21620,361,15,2001,1994,2501,0.710,12.14,208.00,8.62
16.750,21621,361,15,2000,1995,2501,0.732,12.17,211.00,8.91
16.750,21622,361,15,2000,1996,2500,0.725,12.16,214.00,8.82
16.750,21623,361,15,2000,1997,2504,0.739,12.16,209.00,8.99
16.750,21624,361,15,2001,1999,2504,0.725,12.17,211.00,8.82
16.750,21625,361,15,2001,1997,2504,0.725,12.16,211.00,8.82
16.750,21626,361,15,2002,1998,2503,0.717,12.16,212.00,8.72
16.750,21627,361,15,2001,1998,2503,0.717,12.14,209.00,8.71
16.750,21628,361,15,2002,1997,2503,0.732,12.15,209.00,8.90
16.750,21629,361,15,2002,1997,2500,0.747,12.16,212.00,9.08
16.750,21630,361,15,2002,1994,2501,0.739,12.16,209.00,8.99
16.750,21631,361,15,2002,1994,2501,0.754,12.16,208.00,9.17
16.751,21632,361,15,2004,1995,2497,0.754,12.18,212.00,9.18
16.751,21633,361,15,2003,1993,2499,0.747,12.16,212.00,9.08
16.751,21634,361,15,2003,1994,2500,0.747,12.17,211.00,9.09
16.751,21635,361,15,2002,1993,2502,0.747,12.16,209.00,9.08
16.751,21636,361,15,2003,1995,2502,0.754,12.16,209.00,9.17
16.751,21637,361,15,2004,1997,2503,0.754,12.15,209.00,9.16
16.751,21638,361,15,2001,1997,2502,0.761,12.17,211.00,9.26
16.751,21639,361,15,2000,1998,2502,0.769,12.17,211.00,9.36
16.751,21640,361,15,1999,1996,2504,0.754,12.15,209.00,9.16
16.751,21641,361,15,2001,1998,2504,0.769,12.15,209.00,9.34
16.751,21642,361,15,2002,1998,2502,0.776,12.17,211.00,9.44
16.751,21643,361,15,2002,1997,2502,0.769,12.15,211.00,9.34
16.751,21644,361,15,2001,1996,2502,0.769,12.14,208.00,9.34
16.751,21645,361,15,2002,1995,2499,0.769,12.16,212.00,9.35
16.751,21646,361,15,2002,1995,2498,0.776,12.17,212.00,9.44
16.751,21647,361,15,2003,1995,2500,0.769,12.15,209.00,9.34
16.751,21648,361,15,2003,1994,2498,0.776,12.16,212.00,9.44
16.751,21649,361,15,2001,1996,2499,0.791,12.16,212.00,9.62
16.751,21650,361,15,2001,1995,2501,0.783,12.17,209.00,9.53
16.751,21651,361,15,2000,1996,2501,0.813,12.17,211.00,9.89
16.751,21652,361,15,2000,1996,2504,0.791,12.14,206.00,9.61
16.751,21653,361,15,2000,1997,2502,0.798,12.17,212.00,9.71
16.751,21654,361,15,2000,1997,2503,0.791,12.15,212.00,9.61
16.751,21655,361,15,2001,1998,2503,0.791,12.15,211.00,9.61
16.752,21656,361,15,2001,1997,2503,0.791,12.14,209.00,9.61
16.752,21657,361,15,2002,1996,2501,0.805,12.14,211.00,9.78
16.752,21658,361,15,2000,1995,2500,0.805,12.16,211.00,9.79
16.752,21659,361,15,2002,1995,2499,0.813,12.16,211.00,9.89
16.752,21660,361,15,2003,1995,2498,0.820,12.16,211.00,9.97
16.752,21661,361,15,2004,1995,2499,0.820,12.16,211.00,9.97
16.752,21662,361,15,2004,1995,2498,0.827,12.18,214.00,10.07
16.752,21663,361,15,2001,1992,2500,0.820,12.15,209.00,9.96
16.752,21664,361,14,2003,1996,2500,0.820,12.15,211.00,9.96
16.752,21665,361,14,2002,1994,2499,0.827,12.15,212.00,10.05
16.752,21666,361,14,2002,1997,2502,0.820,12.16,211.00,9.97
16.752,21667,361,14,2004,1998,2503,0.827,12.15,211.00,10.05
16.752,21668,361,14,2000,1996,2504,0.842,12.16,209.00,10.24
16.752,21669,361,14,2001,1998,2502,0.849,12.17,212.00,10.33
16.752,21670,361,14,2000,1996,2502,0.835,12.15,211.00,10.15
16.752,21671,361,14,2001,1996,2502,0.827,12.15,211.00,10.05
16.752,21672,361,14,2001,1996,2500,0.835,12.16,212.00,10.15
16.753,21673,361,14,2002,1996,2501,0.835,12.16,209.00,10.15
16.753,21674,361,14,2003,1994,2500,0.842,12.15,211.00,10.23
16.753,21675,361,14,2004,1995,2499,0.842,12.15,209.00,10.23
16.753,21676,361,14,2003,1994,2501,0.842,12.16,211.00,10.24
16.753,21677,361,14,2003,1994,2499,0.871,12.17,211.00,10.60
16.753,21678,361,14,2002,1995,2501,0.857,12.15,209.00,10.41
16.753,21679,361,14,2004,1996,2500,0.857,12.14,211.00,10.41
16.753,21700,361,14,2002,1997,2500,0.893,12.16,209.00,10.86
16.753,21701,361,14,2003,1997,2500,0.901,12.16,211.00,10.96
16.753,21702,361,14,2005,1998,2500,0.901,12.15,209.00,10.95
16.754,21703,361,14,2005,1996,2499,0.901,12.16,211.00,10.96
16.756,21704,361,14,2005,1996,2500,0.901,12.15,209.00,10.95
16.757,21705,361,14,2003,1994,2499,0.893,12.15,211.00,10.85
16.760,21706,361,14,2002,1994,2501,0.908,12.15,209.00,11.03
16.762,21707,361,14,2003,1997,2499,0.923,12.17,212.00,11.23
16.763,21708,361,14,2000,1996,2500,0.908,12.15,212.00,11.03
16.767,21709,361,14,2001,1998,2502,0.908,12.15,209.00,11.03
16.769,21710,361,14,2001,2000,2502,0.908,12.15,209.00,11.03
16.770,21711,361,14,2001,1999,2501,0.915,12.16,211.00,11.13
16.772,21712,361,14,2001,1998,2501,0.923,12.16,209.00,11.22
16.774,21713,361,14,2003,1998,2500,0.923,12.16,212.00,11.22
16.776,21714,361,14,2004,1995,2501,0.923,12.15,209.00,11.22
16.779,21715,361,14,2004,1995,2500,0.923,12.15,209.00,11.22
16.780,21716,361,14,2006,1996,2499,0.930,12.16,212.00,11.31
16.783,21717,361,14,2006,1996,2498,0.937,12.16,212.00,11.39
16.784,21718,361,14,2006,1996,2499,0.945,12.16,211.00,11.49
16.786,21719,361,14,2003,1994,2500,0.937,12.15,211.00,11.39
16.788,21720,361,14,2004,1996,2499,0.945,12.15,211.00,11.48
16.789,21721,361,14,2002,1995,2501,0.937,12.14,209.00,11.37
16.792,21722,361,14,2003,1998,2499,0.952,12.16,212.00,11.58
16.794,21723,361,14,2001,1998,2502,0.937,12.15,209.00,11.39
16.795,21724,361,13,1999,1997,2501,0.952,12.15,211.00,11.57
16.798,21725,361,13,2001,1998,2501,0.952,12.15,209.00,11.57
16.801,21726,361,13,2002,1997,2499,0.945,12.15,211.00,11.48
16.802,21727,361,13,2002,1996,2500,0.952,12.15,211.00,11.57
16.804,21728,361,13,2004,1997,2500,0.952,12.15,209.00,11.57
16.805,21729,361,13,2004,1995,2498,0.952,12.17,212.00,11.58
16.808,21730,361,13,2005,1995,2498,0.945,12.16,214.00,11.49
16.810,21731,361,13,2005,1996,2498,0.959,12.16,212.00,11.66
16.811,21732,361,13,2004,1994,2500,0.937,12.14,211.00,11.38
16.814,21733,361,13,2004,1996,2500,0.937,12.14,209.00,11.38
16.817,21734,361,13,2002,1997,2500,0.945,12.16,212.00,11.49
16.818,21735,361,13,2001,1995,2501,0.937,12.15,209.00,11.39
16.821,21736,361,13,2002,1997,2501,0.959,12.15,209.00,11.65
16.821,21737,361,13,2001,1998,2501,0.952,12.14,209.00,11.56
16.824,21738,361,13,2000,1998,2499,0.967,12.17,211.00,11.77
16.827,21739,361,13,2003,1998,2499,0.952,12.14,212.00,11.56
16.828,21740,361,13,2002,1996,2501,0.945,12.14,209.00,11.48
16.830,21741,361,13,2005,1996,2498,0.952,12.15,214.00,11.57
16.833,21742,361,13,2005,1995,2499,0.952,12.15,211.00,11.57
16.834,21743,361,13,2006,1996,2501,0.952,12.14,209.00,11.56
16.837,21744,361,13,2007,1996,2500,0.952,12.15,209.00,11.57
16.838,21745,361,13,2007,1995,2499,0.967,12.16,211.00,11.76
16.841,21746,361,13,2004,1994,2500,0.959,12.15,211.00,11.65
16.842,21747,361,13,2003,1995,2501,0.974,12.15,209.00,11.84
16.843,21748,361,13,2002,1996,2501,0.959,12.14,208.00,11.65
17.374,21749,361,13,2001,1996,2501,0.959,12.14,209.00,11.65
17.374,21750,361,13,2002,1998,2499,0.981,12.16,212.00,11.93
17.374,21751,361,13,2001,1998,2501,0.959,12.15,208.00,11.65
17.374,21752,361,13,2001,1997,2499,0.967,12.15,211.00,11.75
17.374,21753,361,13,2001,1995,2500,0.967,12.15,208.00,11.75
17.374,21754,361,13,2004,1997,2499,0.981,12.15,209.00,11.92
17.374,21755,361,13,2006,1998,2497,0.989,12.16,214.00,12.03
17.374,21756,361,13,2005,1995,2499,0.981,12.15,211.00,11.92
17.374,21757,361,13,2007,1995,2500,0.989,12.15,211.00,12.02
